,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
0,Alabama,US,2020-04-18 22:32:47,32.3182,-86.9023,4712,153,,4559.0,1.0,100.49271715714805,42538.0,620.0,3.247028862478777,84000001,USA,907.2069614666307,13.157894736842106
1,Alaska,US,2020-04-18 22:32:47,61.3707,-152.4044,314,9,147.0,305.0,2.0,52.530409921221114,9655.0,39.0,2.8662420382165603,84000002,USA,1615.2264579279931,12.420382165605098
2,American Samoa,US,,-14.271,-170.132,0,0,,,60.0,0.0,3.0,,,16,ASM,5.3917075537822825,
3,Arizona,US,2020-04-18 22:32:47,33.7298,-111.4312,4724,180,539.0,4544.0,4.0,64.90154789642186,51045.0,566.0,3.8103302286198137,84000004,USA,701.2911753541182,11.981371718882304
4,Arkansas,US,2020-04-18 22:32:47,34.9697,-92.3731,1744,38,703.0,1706.0,5.0,67.36121330523011,24141.0,291.0,2.1788990825688077,84000005,USA,932.4352353219957,16.68577981651376
5,California,US,2020-04-18 22:32:47,36.1162,-119.6816,30491,1140,,29351.0,6.0,77.76606266683194,251614.0,4892.0,3.73880817290348,84000006,USA,641.7313335689958,16.044078580564758
6,Colorado,US,2020-04-18 22:32:47,39.0598,-105.3111,9047,389,,8658.0,8.0,159.648818480511,43307.0,1755.0,4.299767878854868,84000008,USA,764.2214415757146,19.39869570023212
7,Connecticut,US,2020-04-18 22:32:47,41.5978,-72.7554,17550,1086,,16464.0,9.0,492.2464867484722,55462.0,1946.0,6.188034188034187,84000009,USA,1555.6110910566247,11.08831908831909
8,Delaware,US,2020-04-18 22:32:47,39.3185,-75.5071,2538,67,423.0,2471.0,10.0,260.6381012237051,14017.0,224.0,2.639873916469661,84000010,USA,1439.465825395065,8.825847123719463
9,Diamond Princess,US,2020-04-18 22:32:47,,,49,0,0.0,49.0,88888.0,,,,0.0,84088888,USA,,
10,District of Columbia,US,2020-04-18 22:32:47,38.8974,-77.0268,2666,91,608.0,2575.0,11.0,377.7546974916011,13268.0,313.0,3.413353338334584,84000011,USA,1879.9884944930843,11.740435108777197
11,Florida,US,2020-04-18 22:32:47,27.7663,-81.6868,25492,748,,24744.0,12.0,120.06062750846505,246527.0,3842.0,2.934253883571317,84000012,USA,1161.077448524218,15.07139494743449
12,Georgia,US,2020-04-18 22:32:47,33.0406,-83.6431,17669,673,,16996.0,13.0,174.26092469243477,74208.0,3420.0,3.808930895919407,84000013,USA,731.8781311662344,19.355934121908426
13,Grand Princess,US,2020-04-18 22:32:47,,,103,0,0.0,103.0,99999.0,,,,0.0,84099999,USA,,
14,Guam,US,2020-04-18 22:32:47,13.4443,144.7937,136,5,110.0,131.0,66.0,82.81119656089972,1079.0,6.0,3.6764705882352944,316,GUM,657.0094197736088,4.411764705882354
